1011.txt 977 0 0 1547.67 0 1547.67 1547.67 not found
133.txt	16	0	0	1.17		0					1.17		1.17		1.17
134.txt	18	0	0	0.34		0					0.34		0.34		0.34
135.txt	16	0	0	1.33		0					1.33		1.33		1.33
136.txt	24	0	0	0.36		0					0.36		0.36		0.36
137.txt	17	0	0	2.11		0					2.11		2.11		2.11
138.txt	19	0	0	0.48		0					0.48		0.48		0.48
139.txt	16	0	0	0.42		0					0.42		0.42		0.42
140.txt	17	0	0	0.38		0					0.38		0.38		0.38
141.txt	10	0	0	0.36		0					0.36		0.36		0.36
142.txt	12	0	0	0.45		0					0.45		0.45		0.45
143.txt	12	0	0	0.34		0					0.34		0.34		0.34
144.txt	10	0	0	0.41		0					0.41		0.41		0.41
145.txt	11	0	0	0.51		0					0.51		0.51		0.51
146.txt	12	0	0	0.34		0					0.34		0.34		0.34
147.txt	14	0	0	0.39		0					0.39		0.39		0.39
148.txt	13	0	0	0.41		0					0.41		0.41		0.41
149.txt	23	0	0	0.34		0					0.34		0.34		0.34
150.txt	14	0	0	0.39		0					0.39		0.39		0.39
151.txt	8	0	0	0.31		0					0.31		0.31		0.31
152.txt	13	0	0	0.31		0					0.31		0.31		0.31
153.txt	10	0	0	0.39		0					0.39		0.39		0.39
154.txt	11	0	0	0.34		0					0.34		0.34		0.34
155.txt	9	0	0	0.33		0					0.33		0.33		0.33
156.txt	10	0	0	0.28		0					0.28		0.28		0.28
157.txt	8	0	0	0.34		0					0.34		0.34		0.34
158.txt	11	0	0	0.38		0					0.38		0.38		0.38
159.txt	9	0	0	0.39		0					0.39		0.39		0.39
160.txt	9	0	0	0.42		0					0.42		0.42		0.42
211.txt	204	0	0	1023.5		0					1023.5		1023.5		1023.5
212.txt	204	0	0	28.63		0					28.63		28.63		28.63
213.txt	197	0	0	11.66		0					11.66		11.66		11.66
214.txt	195	0	0	9.66		0					9.66		9.66		9.66
215.txt	218	0	0	28.19		0					28.19		28.19		28.19
216.txt	183	0	0	177.38		0					177.38		177.38		177.38
217.txt	189	0	0	5.88		0					5.88		5.88		5.88
218.txt	198	0	0	305.55		0					305.55		305.55		305.55
219.txt	197	0	0	199.63		0					199.63		199.63		199.63
220.txt	206	0	0	58.92		0					58.92		58.92		58.92
221.txt	55	0	0	236.03		0					236.03		236.03		236.03
222.txt	58	0	0	90.34		0					90.34		90.34		90.34
223.txt	53	0	0	4.27		0					4.27		4.27		4.27
224.txt	60	0	0	78.25		0					78.25		78.25		78.25
225.txt	55	0	0	503.16		0					503.16		503.16		503.16
226.txt	59	0	0	102.91		0					102.91		102.91		102.91
227.txt	58	0	0	409.78		0					409.78		409.78		409.78
228.txt	56	0	0	30.86		0					30.86		30.86		30.86
229.txt	58	0	0	40.92		0					40.92		40.92		40.92
230.txt	54	0	0	58.88		0					58.88		58.88		58.88
231.txt	27	0	0	17.03		0					17.03		17.03		17.03
232.txt	27	0	0	27.42		0					27.42		27.42		27.42
233.txt	28	0	0	62.67		0					62.67		62.67		62.67
234.txt	27	0	0	28.48		0					28.48		28.48		28.48
235.txt	24	0	0	8.76		0					8.76		8.76		8.76
236.txt	31	0	0	22.52		0					22.52		22.52		22.52
237.txt	27	0	0	45.75		0					45.75		45.75		45.75
238.txt	28	0	0	23.27		0					23.27		23.27		23.27
239.txt	29	0	0	35.25		0					35.25		35.25		35.25
240.txt	30	0	0	55.31		0					55.31		55.31		55.31
241.txt	17	0	0	101.41		0					101.41		101.41		101.41
242.txt	17	0	0	50.3		0					50.3		50.3		50.3
243.txt	16	0	0	8.94		0					8.94		8.94		8.94
244.txt	17	0	0	5.55		0					5.55		5.55		5.55
245.txt	19	0	0	0.84		0					0.84		0.84		0.84
246.txt	18	0	0	11.16		0					11.16		11.16		11.16
247.txt	18	0	0	27.69		0					27.69		27.69		27.69
248.txt	17	0	0	34.8		0					34.8		34.8		34.8
249.txt	14	0	0	17.17		0					17.17		17.17		17.17
250.txt	18	0	0	27.61		0					27.61		27.61		27.61
251.txt	13	0	0	5.83		0					5.83		5.83		5.83
252.txt	16	0	0	1.45		0					1.45		1.45		1.45
253.txt	12	0	0	9.73		0					9.73		9.73		9.73
254.txt	12	0	0	9.27		0					9.27		9.27		9.27
255.txt	13	0	0	12.95		0					12.95		12.95		12.95
256.txt	12	0	0	21.91		0					21.91		21.91		21.91
257.txt	13	0	0	5.81		0					5.81		5.81		5.81
258.txt	12	0	0	11.22		0					11.22		11.22		11.22
259.txt	13	0	0	17.92		0					17.92		17.92		17.92
260.txt	12	0	0	32.81		0					32.81		32.81		32.81
511.txt	501	0	0	117.92		0					117.92		117.92		117.92
512.txt	484	0	0	27.78		0					27.78		27.78		27.78
513.txt	500	0	0	120.86		0					120.86		120.86		120.86
514.txt	469	0	0	1249.16		0					1249.16		1249.16		1249.16
515.txt	503	0	0	265.88		0					265.88		265.88		265.88
516.txt	497	0	0	139.45		0					139.45		139.45		139.45
517.txt	455	0	0	217.17		0					217.17		217.17		217.17
518.txt	467	0	0	254.11		0					254.11		254.11		254.11
519.txt	490	1	1	300		0.204081633					No	-1		0		7200
520.txt	483	0	0	321.47		0					321.47		321.47		321.47
521.txt	135	0	0	138.55		0					138.55		138.55		138.55
522.txt	130	0	0	171.59		0					171.59		171.59		171.59
523.txt	137	0	0	3641.05		0					3641.05		3641.05		3641.05
524.txt	138	0	0	6097.81		0					6097.81		6097.81		6097.81
525.txt	147	1	1	300		0.680272109					No	-1		0		7200
526.txt	134	0	0	3142.56		0					3142.56		3142.56		3142.56
527.txt	132	0	0	13.75		0					13.75		13.75		13.75
528.txt	136	1	1	300		0.735294118					No	-1		0		7200
529.txt	137	0	0	386.7		0					386.7		386.7		386.7
530.txt	124	1	1	300		0.806451613					No	-1		0		7200
531.txt	62	0	0	52.48		0					52.48		52.48		52.48
532.txt	68	0	0	382.5		0					382.5		382.5		382.5
533.txt	67	0	0	1647.09		0					1647.09		1647.09		1647.09
534.txt	66	0	0	4540.97		0					4540.97		4540.97		4540.97
535.txt	67	1	1	300		1.492537313					No	-1		0		7200
536.txt	64	1	1	300		1.5625					No	-1		0		7200
537.txt	61	0	0	4455.2		0					4455.2		4455.2		4455.2
538.txt	66	0	0	874.26		0					874.26		874.26		874.26
539.txt	63	0	0	1795.39		0					1795.39		1795.39		1795.39
540.txt	68	0	0	33.11		0					33.11		33.11		33.11
541.txt	39	0	0	103.73		0					103.73		103.73		103.73
542.txt	39	0	0	1129.17		0					1129.17		1129.17		1129.17
543.txt	39	0	0	1109.48		0					1109.48		1109.48		1109.48
544.txt	39	0	0	57.75		0					57.75		57.75		57.75
545.txt	39	0	0	672.38		0					672.38		672.38		672.38
546.txt	38	0	0	2097.22		0					2097.22		2097.22		2097.22
547.txt	39	1	1	300		2.564102564					No	-1		0		7200
548.txt	40	1	1	300		2.5					No	-1		0		7200
549.txt	39	1	1	300		2.564102564					No	-1		0		7200
550.txt	37	0	0	100.14		0					100.14		100.14		100.14
551.txt	26	0	0	380.31		0					380.31		380.31		380.31
552.txt	27	0	0	37.38		0					37.38		37.38		37.38
553.txt	26	0	0	28.25		0					28.25		28.25		28.25
554.txt	27	0	0	96.84		0					96.84		96.84		96.84
555.txt	26	0	0	540.67		0					540.67		540.67		540.67
556.txt	27	0	0	1302.88		0					1302.88		1302.88		1302.88
557.txt	28	1	1	300		3.571428571					No	-1		0		7200
558.txt	26	0	0	210.52		0					210.52		210.52		210.52
559.txt	27	1	1	300		3.703703704					No	-1		0		7200
560.txt	27	0	0	1195.7		0					1195.7		1195.7		1195.7
